"intStatusID","intProjectID","memStatus","datUpdate"
1881,297,"Property listed 97-09-26 with  Helgerson Realty for $129,900.    ","9/30/1997"
1882,297,"Property listed 97-09-26 with  Helgerson Realty for $129,900. Two offers have  fallen through.  Prince Rupert real estate market  unstable.    ","11/19/1997"
1883,297,"Offer accepted 98-02-20 subject to  acceptable risk assessment re aboriginal title.    ","2/26/1998"
1884,297,"Risk assessment on offer expires March  31, 1998.  Salcloses April 15, 1998.    ","3/16/1998"
1885,297,"Deposit cheque being held by Chuck  until risassessment for aboriginal title  complete.    ","3/16/1998"
1886,297,"Contacted Tsimshian Tribal Council and   two bands by fax.    ","3/19/1998"
1887,297,"Risk assessment satisfactory.  Subject  removed 98/03/31.  Closing date April 15/98.    ","4/2/1998"
1888,297,"Advised Chuck to deposit cheque for  5750.00 ","4/3/1998"
1889,298,"Original certificate of title  forwarded to Kamloops Lto for safekeeping.     ","3/29/1999"
1890,298,"Original certificate of title  forwarded to Kamloops Lto for safekeeping.   ","3/29/1999"
1891,298,"Instructions sent to DOJ to  prepare title upgrade via form 20 from absolute  fee title to fee simple.   8/4/2002-Transport Canada is going to subdivide  this site and the floatplane operation from the  main site. Awaiting design/approval by  stakeholders, including CCG    ","12/23/1999"
1892,298,"Currnently getting the  property surveyed.  Site does not have   it's own title.. ","12/12/2001"
1893,302,"Form C to release R/W sent to Nature  Trust oB.C.-bulk tenure from FRHC. Nature Trust  can't register for several months-waiting plan  approval City/BC La    NOTE TO LOUISE RE: 98/99 DISBURSEMENTS $0.00   ","9/24/1996"
1894,302,"Subdivision plan has been  registered by Provincial Crown. Need confirmation   that Form C to release R/W  charge has been  effected.   ","9/28/2001"
1895,302,"Nature Trust has been contacted  in writing and verbally to determine status of  Form C registration.  No response yet.   ","10/22/2001"
1896,302,"Nature Trust has been contacted  three times in 3 months but we are still awaiting   a response on the registration.   ","1/24/2002"
1897,302,"Finally made contact with Nature  Trust lawyer who requested original srw document  so that it may be registered. Awaiting copy of  reg'd details.   ","6/27/2002"
1898,302,"Documents have been prepared by  McCarthy Tetrault (sol. for Nature Trust).   Awaiting execution by parties.   ","7/2/2002"
1899,302,"PWGSC Env Services undertaking  property transfer assessment of nav aids.   Awaiting exectin of Section 16(3).   ","7/18/2002"
1900,302,"PWGSC-ES has hired Golder & Ass  to carry out the property Transfer assessemnt -  should be completed in 20 days.   ","8/9/2002"
1901,302,"PWGSC-ES has hired Golder & Ass to carry out the property Transfer assessement - should be completed in 20 days. ","8/13/2002"
1902,303,"Called Reg. Dist - left message  stating we are anxiouto move this project.  To  see about rest. cov. for wetland.    ","4/16/1996"
1903,303,"Reg. Dist says they are to have a  meeting Apr. 27 at which time they will pass a  resolution to purchase.    ","4/19/1996"
1904,303,"TIS sent to Justice 97-03-17.   District is purchasing.    ","4/8/1997"
1905,303,"TIS sent to Justice 97-03-17.   District is purchasing.  Deal not happening  quickly - Masset Television Society not in good  reporting status. ","5/13/1997"
1906,305,"Form A filed in LTO Oct.12/94 to  transfer parcel back to T.C.;  MOTH to amend  their plan;  Transaction information sent to DOJ.    ","9/26/1996"
1907,305,"Transfer document prepared - to be  sent to MOTH upon receipt of funds.    ","10/3/1996"
1908,305,"Form A filed in LTO Oct.12/94 to  transfer parcel back to T.C.;  MOTH to amend their  plan;  Transfer document to be sent to MOTH -  received funds.    ","10/23/1996"
1909,305,"Form A filed in LTO Oct.12/94 to  transfer parcel back to T.C.;  MOTH to amend their  plan;  Transfer document to be sent to MOTH -  received funds +$400fee    ","10/23/1996"
1910,305,"Form A filed in LTO Oct.12/94 to  transfer parcel back to T.C.; Transfer document  sent to MOTH - received funds. ","10/28/1996"
1911,310,"telecon with Kathy Wagger- she will fax  me a status report on this site  ","2/24/1997"
1912,310,"BCForests have been sent a letter  offering them the acquisition of the cabin for  their planned public recreation area    ","3/7/1997"
1913,310,"Letter sent to BC Lands and Parks  regarding transfer of cabin    NOTE TO LOUISE RE; 98/99 DISBURSEMENTS $0.00    ","9/30/1997"
1914,310,"BC Lands does not ant to deal with  this right now   ","4/14/1999"
1915,310,"Forwarded copies of  background correspondence to BC Forest Service in   Dease Lake requesting a response.  Awaiting reply.    ","9/27/2000"
1916,310,"No response to PWGSC's letter.   Followed up with telecon to Dease Lake office.  He  indicated that  whole area was to become Park and   will get back to me.   ","1/10/2001"
1917,310,"LETTER SENT TO Min Land, Air &   Water on Nov 7/01 for notification of surplus  structure. ","11/8/2001"
1918,312,"Requesting proof of administration    ","7/13/1994"
1919,312,"SCHB last negotiating with BCL Aug 94   for retrocession. H. Gill to confirm whether SCHB   or PWGSC project.    ","2/14/1997"
1920,312,"SCHB last negotiating with BCL Aug 94   for retrocession. H. Gill requested PWGSC take  back project; update from SCHB files pending.    ","3/21/1997"
1921,312,"SCHB last negotiating with BCL Aug 94   for retrocession. Contacted B. Hubbard of Province  97-06-12; awaiting status from Province.    ","6/12/1997"
1922,312,"SCHB last negotiating with BCL Aug 94   for retrocession. Contacted B. Hubbard of Province  97-06-12; devolutions on hold until policy in  place.    ","6/30/1997"
1923,312,"SCHB last negotiating with BCL Aug 94   for retrocession. Contacted B. Hubbard of Province  97-06-12; devolutions on hold until policy in  place    ","8/19/1997"
1924,312,"SCHB last negotiating with BCL Aug 94   for retrocession. Contacted B. Hubbard of Province  97-09-03; devolutions on hold until policy in  place    ","9/3/1997"
1925,312,"SCHB last negotiating with BCL Aug 94   for retrocession. Contacted B. Hubbard of Province  97-09-03; devolutions on hold until policy in  place.    ","9/25/1997"
1926,312,"Retrocession on hold until policy is  in place.  Follow up letter to B. Hubbard of  Province 1997-10-15.    ","10/17/1997"
1927,312,"Retrocession on hold until policy is  in place.  Letter from B. Hubbard 97-10-31 policy   still not finalized.    ","11/13/1997"
1928,312,"Retrocession on hold until policy is  in place.  Letter from B. Hubbard 97-10-31 policy   still not finalized.  Letter faxed to SCH.    ","11/19/1997"
1929,312,"Retrocession on hold until policy is  in place.  Letter from B. Hubbard 97-10-31 policy   still not finalized.  Letter faxed to SCH    ","1/6/1998"
1930,312,"Retrocession on hold until policy is  in place.  Letter from B. Hubbard 97-10-31 policy   still not finalized.  Letter faxed to SCH.    ","1/21/1998"
1931,312,"Letter sent to B.C. Lands on 98-09-01   for current status on retrocession.    ","9/1/1998"
1932,312,"Received letter from W.Hubbard of BC  lands 98-09-10; fed./prov. agreement being put in   place re removal of structures on cancelled  reserved.    ","9/25/1998"
1933,312,"B. Hubbard from Province replied to my  ","11/6/1998"
1934,312,"Received letter from B. Hubbard  (Province) 98-11-12.  Province has no resources at  present time to process OIC to cancel this  reserve.","11/12/1998"
1935,312,"Letter sent to BC Lands 99-01-14 to  confirm tenure over entire breakwater as per  SCHB's request.    ","1/13/1999"
1936,312,"Reply from BC Assets received  99-01-19.  Will pass copy on to Harpreet 99-02-02.      ","1/29/1999"
1937,312,"Letter sent to BC Assets 99-02-19 re  retrocession.    ","3/4/1999"
1938,312,"BC Assets have advised they do not  have the resources and that resources are expected  when devolution policy is put in place.  Expected   ","5/28/1999"
1939,312,"- BC Assets have advised they do not  have the resources to process retrocessiona and  resources are expected when devolution polic put  in place (March 99)    ","3/28/3899"
1940,312,"BC Assets have advised they do not  have the resources to process retrocessions and  resources are expected when devolution policy put   in place - March 99? ","6/28/1999"
1941,312,"BMeeting  in June 99, Brian Dane stated that they will  include this project with divestiture Program.   ","9/20/1999"
1942,312,"Meeting in June 99, Brian Dane   stated that they will include this project with  divestiture Program.   ","10/29/1999"
1943,312,"Meeting in June 99, Brian Dane  stated that they will include this project with  divesiture Program.gram. ","9/5/2000"
1944,318,"Report being prepared on feasibility  of subdivision bPWGSC    ","9/30/1997"
1945,318,"project cancelled December/97    ","1/6/1998"
1946,318,"Project reviewed and cancelled ","1/6/1998"
1947,321,"Mr.Garson will buy improvements for  $1500 & lease w/l from Prov.; Approval of upland  owner(MOTH) granted; Prov.license approved; Sale  completed/TAC compl ","5/14/1996"
1948,323,"Letter from mayor regarding this  property.    ","6/17/1996"
1949,323,"Letter to mayor outlining urgency.    ","6/25/1996"
1950,323,"Plan to allow society to raise money  until October 31/96.  Otherwise sell.    Interested Party  Andrew Kostegin, 250 542-7740    ","7/23/1996"
1951,323,"Lease sent to City of Vernon (3 months  ending Ma31/97)  Society to have money by then.    Interested Party    Bruce Holman  3406 20th Avenue  Vernon, V1T 1E7  542-4577    ","1/24/1997"
1952,323,"Letter to Al Wallece confirming that  we will not continue lease to City.  On hold  until Dec. 31/97.    ","6/4/1997"
1953,323,"Phone call to Al Wallace.  No change.   Society has until Dec. 31/97 to raise money to  purchase.    ","9/26/1997"
1954,323,"City of Vernon have decided to help  Society tpurchase building.    ","4/17/1998"
1955,323," DOJ determining Aboriginal title.  City wants to  purchase.    ","5/21/1998"
1956,323,"Rec'd letter from Okanagan Band.    ","6/9/1998"
1957,323,"Temporary Lease completed.  It has  been executed and sent.  Effective Apr1-Jun30/99. ","4/6/1999"
1958,324,"INAC to confirm interest in acquiring   property on behalf of the local band..    ","4/11/1996"
1959,324,"Fax from Band requesting a lower  price.  Denied.      ","4/30/1996"
1960,324,"T.I.S. to DOJ.          ","5/17/1996"
1961,324,"Grant signed by DFO and sent back to  DOJ.    ","8/2/1996"
1962,324,"Authorities sent to DOJ.  ","9/19/1996"
1963,325,"DISBURSEMENTS $1500.00  Jul14/98 - 24 hours notice required for MoTH to  cut cheque    ","10/6/3896"
1964,325,"TB submission approved - TIS at DOJ    ","7/14/1998"
1965,325,"TAC prepared and at MoTH lawyer with  plans for registration    ","9/4/1998"
1966,325,"plans and documents with Moth lawyer for  registration in LTO    ","10/29/1998"
1967,325,"PLANS REGISTERED AND MONEY PAID -  WAITING FOR LTO COPIES    ","1/21/1999"
1968,325,"OIC in progress from Province for  trapezoid part of east 500'    ","4/14/1999"
1969,325,"Provincial lawyer to provide OIC and  upon acceptance letter proceed with LTO  registartion ","6/25/1999"
1970,325,"PrProvince  attempting to register plans in LTOand transfer  parcel to DND   ","8/23/1999"
1971,325,"DND HQ have sent TB Submission  and request for PWGSC to complete transfer to CLC ","2/21/2000"
1972,327,"Neil Carson said the negotiator will  send out the surplus notice again and put a hold   on it as if these were neproperties.    ","12/3/1997"
1973,327,"Received e-mail from Stan Tinker that   INAC requested hold until April 29, 1998.    ","12/4/1997"
1974,327,"Tina Beard called that they are still   very interestein acquiring this lot.  They have  been wanting to get it for thpast 9 years.  Told   her it's on hold until April 29/98.  Wilcontact  her then.    ","1/27/1998"
1975,327,"Tina Beard called that they are still   very interestein acquiring this lot.  They have  been wanting to get it for thpast 9 years.  Told   her it's on h    ","1/27/1998"
1976,327,"Justice had written reply on  aboriginal titleletters have been sent to  aboriginal groups.  Just waiting for their reply.    ","5/19/1998"
1977,327,"Project transferred from TW to WM.    NOTE TO LOUISE RE; 98/99 DISBURSEMENTS $2000.00    Interested Party  Calvin Pyrch  4658 Majestic Place  Tabor, AB, T1G 1E3  403 223-4094    ","5/27/1998"
1978,327,"response from First nations requires  further consultation with PWGSC   ","7/14/1998"
1979,327,"Listed but no offers.   ","11/3/1999"
1980,327,"Accepted an offer subject to  purchasers selling their home in Alberta by March   15, 2000   ","1/31/2000"
1981,327,"AExtended offer to purchasers  selling their home in Alberta by Sept. 30, 2000   ","9/12/2000"
1982,327,"Extended offer to purchasers   selling their home in Alberta by Sept. 30, 2000   ","9/12/2000"
1983,327,"Offer accepted. ","6/11/2001"
1984,328,"Cancelled.","3/21/1996"
1985,334,"1996upon registration of Instrument of Grant  -proceeds of sale have been transferred to the appropriate account  -awaiting copies of new titles (currently pending applications)  and registered plans to become available prior to notifying client  of the completion of sale and closing file  -BC ONLINE check Apr23/96 still pending  Apr23/96  ","2/8/1996"
1986,334,"received document depository notice from DOJ- Still  waiting for LTO to remove pending  notice from title  ","5/9/1996"
